id;street_name;street_name_ua;number
45265;Радостная;Радісна;118
45451;Радостный переулок;Радісний провулок;2
45452;Радостный переулок;Радісний провулок;3
45453;Радостный переулок;Радісний провулок;5
45454;Радостный переулок;Радісний провулок;7
45455;Радужная;Райдужна;1
45456;Радужная;Райдужна;2
45457;Радужная;Райдужна;3
45458;Радужная;Райдужна;4
45459;Радужная;Райдужна;5
45460;Радужная;Райдужна;6
45461;Радужная;Райдужна;6а
45462;Радужная;Райдужна;7
45463;Радужная;Райдужна;8
45464;Радужная;Райдужна;9
45465;Радужная;Райдужна;10
45466;Радужная;Райдужна;11
45467;Радужная;Райдужна;12
45468;Радужная;Райдужна;13
45469;Радужная;Райдужна;14
45470;Радужная;Райдужна;15
45471;Радужная;Райдужна;16
45472;Радужная;Райдужна;17
45473;Радужная;Райдужна;17а
45474;Радужная;Райдужна;18
45475;Радужная;Райдужна;19
45476;Радужная;Райдужна;20
45477;Радужная;Райдужна;21
45478;Радужная;Райдужна;22
45479;Радужная;Райдужна;23
45480;Радужная;Райдужна;24
45481;Радужная;Райдужна;25
45482;Радужная;Райдужна;26
45483;Радужная;Райдужна;27
45484;Радужная;Райдужна;28
45485;Радужная;Райдужна;29
45486;Радужная;Райдужна;30
45487;Радужная;Райдужна;30а
45488;Радужная;Райдужна;31
45489;Радужная;Райдужна;32
45490;Радужная;Райдужна;33
45491;Радужная;Райдужна;34
45492;Радужная;Райдужна;35
45493;Радужная;Райдужна;36
45494;Радужная;Райдужна;37
45495;Радужная;Райдужна;38
45496;Радужная;Райдужна;39
45497;Радужная;Райдужна;39а
45498;Радужная;Райдужна;40
45499;Радужная;Райдужна;41
45500;Радужная;Райдужна;41а
45501;Радужная;Райдужна;41Б
45502;Радужная;Райдужна;42
45503;Радужная;Райдужна;43
45504;Радужная;Райдужна;44
45505;Радужная;Райдужна;45
45506;Радужная;Райдужна;45а
45507;Радужная;Райдужна;45Б
45508;Радужная;Райдужна;46
45509;Радужная;Райдужна;47
45510;Радужная;Райдужна;48
45511;Радужная;Райдужна;48а
45512;Радужная;Райдужна;49
45513;Радужная;Райдужна;51
45514;Радужная;Райдужна;53
45515;Радужная;Райдужна;53а
45516;Радужная;Райдужна;55
45517;Радужная;Райдужна;57
45583;Разгрузочная (7-й км);Розвантажувальна (7-й км);1
45584;Разгрузочная (7-й км);Розвантажувальна (7-й км);2
45585;Разгрузочная (7-й км);Розвантажувальна (7-й км);3
45586;Разгрузочная (7-й км);Розвантажувальна (7-й км);4
45587;Разгрузочная (7-й км);Розвантажувальна (7-й км);5
45588;Разгрузочная (7-й км);Розвантажувальна (7-й км);6
45589;Разгрузочная (7-й км);Розвантажувальна (7-й км);9
45590;Раздольная;Раздольна;1
45591;Раздольная;Раздольна;2
45592;Раздольная;Раздольна;27
45593;Раздольная;Раздольна;31
45594;Раздольная;Раздольна;40
45595;Раздольная;Раздольна;42
45596;Раздольная;Раздольна;53а
45597;Раздольная;Раздольна;69
45598;Разумовская;Розумовська;2
45599;Разумовская;Розумовська;2/4
45600;Разумовская;Розумовська;3
45601;Разумовская;Розумовська;5
45602;Разумовская;Розумовська;6
45603;Разумовская;Розумовська;7
45604;Разумовская;Розумовська;9
45605;Разумовская;Розумовська;10/12
45606;Разумовская;Розумовська;11
45607;Разумовская;Розумовська;13
45608;Разумовская;Розумовська;14
45609;Разумовская;Розумовська;15
45610;Разумовская;Розумовська;15 киоск
45611;Разумовская;Розумовська;16
45612;Разумовская;Розумовська;17
45613;Разумовская;Розумовська;18
45614;Разумовская;Розумовська;19
45615;Разумовская;Розумовська;20
45616;Разумовская;Розумовська;21
45617;Разумовская;Розумовська;22
45618;Разумовская;Розумовська;22/1
45619;Разумовская;Розумовська;23
45620;Разумовская;Розумовська;24
45621;Разумовская;Розумовська;25
45622;Разумовская;Розумовська;26
45623;Разумовская;Розумовська;27
45624;Разумовская;Розумовська;28
45625;Разумовская;Розумовська;29
45626;Разумовская;Розумовська;30
45627;Разумовская;Розумовська;31
45628;Разумовская;Розумовська;32
45629;Разумовская;Розумовська;33
45630;Разумовская;Розумовська;34
45631;Разумовская;Розумовська;36
45632;Разумовская;Розумовська;37
45633;Разумовская;Розумовська;38
45634;Разумовская;Розумовська;40
45635;Разумовская;Розумовська;41
45636;Разумовская;Розумовська;42
45637;Разумовская;Розумовська;43
45638;Разумовская;Розумовська;44
45639;Разумовская;Розумовська;45
45640;Разумовская;Розумовська;46
45641;Разумовская;Розумовська;47
45642;Разумовская;Розумовська;49
45643;Разумовская;Розумовська;51
45644;Разумовская;Розумовська;52
45645;Разумовская;Розумовська;53
45646;Разумовская;Розумовська;54
45647;Разумовская;Розумовська;55
45648;Разумовская;Розумовська;55а
45649;Разумовская;Розумовська;56
45650;Разумовская;Розумовська;57
45651;Разумовская;Розумовська;58
45652;Разумовская;Розумовська;59
45653;Разумовская;Розумовська;60
45654;Разумовская;Розумовська;60/2
45655;Разумовская;Розумовська;61
45656;Разумовский 1-й переулок;Розумовський 1-й провулок;2
45657;Разумовский 1-й переулок;Розумовський 1-й провулок;3
45658;Разумовский 1-й переулок;Розумовський 1-й провулок;4
45659;Разумовский 1-й переулок;Розумовський 1-й провулок;5
45660;Разумовский 1-й переулок;Розумовський 1-й провулок;8
45661;Разумовский 2-й переулок;Розумовський 2-й провулок;3
45662;Разумовский 2-й переулок;Розумовський 2-й провулок;5
45663;Разумовский 2-й переулок;Розумовський 2-й провулок;7
45664;Разумовский 2-й переулок;Розумовський 2-й провулок;9
45665;Разумовский 2-й переулок;Розумовський 2-й провулок;11
45666;Раисы Сергиенко переулок;Раїси Сергієнко провулок;6
45667;Раисы Сергиенко переулок;Раїси Сергієнко провулок;8
45668;Раисы Сергиенко переулок;Раїси Сергієнко провулок;14
45669;Раскидайловская;Розкидайлівська;1
45670;Раскидайловская;Розкидайлівська;2
45671;Раскидайловская;Розкидайлівська;3
45672;Раскидайловская;Розкидайлівська;4
45673;Раскидайловская;Розкидайлівська;5
45674;Раскидайловская;Розкидайлівська;6
45675;Раскидайловская;Розкидайлівська;7
45676;Раскидайловская;Розкидайлівська;8
45677;Раскидайловская;Розкидайлівська;9
45678;Раскидайловская;Розкидайлівська;11
45679;Раскидайловская;Розкидайлівська;12
45680;Раскидайловская;Розкидайлівська;13
45681;Раскидайловская;Розкидайлівська;15
45682;Раскидайловская;Розкидайлівська;16
45683;Раскидайловская;Розкидайлівська;17
45684;Раскидайловская;Розкидайлівська;18
45685;Раскидайловская;Розкидайлівська;19
45686;Раскидайловская;Розкидайлівська;21
45687;Раскидайловская;Розкидайлівська;22
45688;Раскидайловская;Розкидайлівська;23
45689;Раскидайловская;Розкидайлівська;24
45690;Раскидайловская;Розкидайлівська;25
45691;Раскидайловская;Розкидайлівська;26
45692;Раскидайловская;Розкидайлівська;26а
45693;Раскидайловская;Розкидайлівська;26а/1 киоск
45694;Раскидайловская;Розкидайлівська;27
45695;Раскидайловская;Розкидайлівська;28
45696;Раскидайловская;Розкидайлівська;29
45697;Раскидайловская;Розкидайлівська;29 киоск
45698;Раскидайловская;Розкидайлівська;30
45699;Раскидайловская;Розкидайлівська;30/1 киоск
45700;Раскидайловская;Розкидайлівська;30/2 киоск
45701;Раскидайловская;Розкидайлівська;30/3 киоск
45702;Раскидайловская;Розкидайлівська;31 к1
45703;Раскидайловская;Розкидайлівська;31 к2
45704;Раскидайловская;Розкидайлівська;31 к3
45705;Раскидайловская;Розкидайлівська;31 к4
45706;Раскидайловская;Розкидайлівська;31 к5
45707;Раскидайловская;Розкидайлівська;31 к6
45708;Раскидайловская;Розкидайлівська;31 к7
45709;Раскидайловская;Розкидайлівська;31 к8
45710;Раскидайловская;Розкидайлівська;31 к9
45711;Раскидайловская;Розкидайлівська;31 к10
45712;Раскидайловская;Розкидайлівська;31 к11
45713;Раскидайловская;Розкидайлівська;31 к12
45714;Раскидайловская;Розкидайлівська;31 к13
45715;Раскидайловская;Розкидайлівська;31 к14
45716;Раскидайловская;Розкидайлівська;31 к15
45717;Раскидайловская;Розкидайлівська;31 к16
45718;Раскидайловская;Розкидайлівська;31 к17
45719;Раскидайловская;Розкидайлівська;31 к18
45720;Раскидайловская;Розкидайлівська;31 к19
45721;Раскидайловская;Розкидайлівська;31 к20
45722;Раскидайловская;Розкидайлівська;31 к21
45723;Раскидайловская;Розкидайлівська;31 к22
45724;Раскидайловская;Розкидайлівська;31 к23
45725;Раскидайловская;Розкидайлівська;31 к24
45726;Раскидайловская;Розкидайлівська;31 к25
45727;Раскидайловская;Розкидайлівська;31 к26
45728;Раскидайловская;Розкидайлівська;31 к27
45729;Раскидайловская;Розкидайлівська;31 к28
45730;Раскидайловская;Розкидайлівська;31 к29
45731;Раскидайловская;Розкидайлівська;31 к30
45732;Раскидайловская;Розкидайлівська;31 к31
45733;Раскидайловская;Розкидайлівська;31 к32
45734;Раскидайловская;Розкидайлівська;31 к33
45735;Раскидайловская;Розкидайлівська;31 к34
45736;Раскидайловская;Розкидайлівська;31 к35 киоск
45737;Раскидайловская;Розкидайлівська;31 к36 киоск
45738;Раскидайловская;Розкидайлівська;31 к37 киоск
45739;Раскидайловская;Розкидайлівська;31 к38 киоск
45740;Раскидайловская;Розкидайлівська;31 к39 киоск
45741;Раскидайловская;Розкидайлівська;31 к40 киоск
45742;Раскидайловская;Розкидайлівська;31 к41 киоск
45743;Раскидайловская;Розкидайлівська;31 к42 киоск
45744;Раскидайловская;Розкидайлівська;31 к43 киоск
45745;Раскидайловская;Розкидайлівська;31 к44 киоск
45746;Раскидайловская;Розкидайлівська;31 к45 киоск
45747;Раскидайловская;Розкидайлівська;31 к46 киоск
45748;Раскидайловская;Розкидайлівська;31 к47 киоск
45749;Раскидайловская;Розкидайлівська;31 к48 киоск
45750;Раскидайловская;Розкидайлівська;31 к49 киоск
45751;Раскидайловская;Розкидайлівська;31 к50 киоск
45752;Раскидайловская;Розкидайлівська;31/23 киоск
45753;Раскидайловская;Розкидайлівська;32
45754;Раскидайловская;Розкидайлівська;34
45755;Раскидайловская;Розкидайлівська;36
45756;Раскидайловская;Розкидайлівська;38
45757;Раскидайловская;Розкидайлівська;39
45758;Раскидайловская;Розкидайлівська;40
45759;Раскидайловская;Розкидайлівська;40а
45760;Раскидайловская;Розкидайлівська;41
45761;Раскидайловская;Розкидайлівська;42
45762;Раскидайловская;Розкидайлівська;43
45763;Раскидайловская;Розкидайлівська;44
45764;Раскидайловская;Розкидайлівська;45
45765;Раскидайловская;Розкидайлівська;46
45766;Раскидайловская;Розкидайлівська;47
45767;Раскидайловская;Розкидайлівська;48
45768;Раскидайловская;Розкидайлівська;49
45769;Раскидайловская;Розкидайлівська;50
45770;Раскидайловская;Розкидайлівська;51
45771;Раскидайловская;Розкидайлівська;52
45772;Раскидайловская;Розкидайлівська;53
45773;Раскидайловская;Розкидайлівська;54
45774;Раскидайловская;Розкидайлівська;55
45775;Раскидайловская;Розкидайлівська;55/1
45776;Раскидайловская;Розкидайлівська;56
45777;Раскидайловская;Розкидайлівська;56 дом
45778;Раскидайловская;Розкидайлівська;56 к1
45779;Раскидайловская;Розкидайлівська;56 к2
45780;Раскидайловская;Розкидайлівська;56 к3
45781;Раскидайловская;Розкидайлівська;56 к4
45782;Раскидайловская;Розкидайлівська;56 к5
45783;Раскидайловская;Розкидайлівська;56 к6
45784;Раскидайловская;Розкидайлівська;56 к7
45785;Раскидайловская;Розкидайлівська;56 к8
45786;Раскидайловская;Розкидайлівська;56 к9
45787;Раскидайловская;Розкидайлівська;56 к10
45788;Раскидайловская;Розкидайлівська;56 к11
45789;Раскидайловская;Розкидайлівська;57
45790;Раскидайловская;Розкидайлівська;58
45791;Раскидайловская;Розкидайлівська;59
45792;Раскидайловская;Розкидайлівська;63
45793;Раскидайловская;Розкидайлівська;65
45794;Раскидайловская;Розкидайлівська;66
45795;Раскидайловская;Розкидайлівська;66/2
45796;Раскидайловская;Розкидайлівська;67
45797;Раскидайловская;Розкидайлівська;67 к1
45798;Раскидайловская;Розкидайлівська;67 к2
45799;Раскидайловская;Розкидайлівська;67 к3
45800;Раскидайловская;Розкидайлівська;67 к4
45801;Раскидайловская;Розкидайлівська;67 к5
45802;Раскидайловская;Розкидайлівська;67а
45803;Раскидайловская;Розкидайлівська;67/1
45804;Раскидайловская;Розкидайлівська;67/2
45805;Раскидайловская;Розкидайлівська;67/69
45806;Раскидайловская;Розкидайлівська;67/69 к1
45807;Раскидайловская;Розкидайлівська;68
45808;Раскидайловская;Розкидайлівська;68/1
45809;Раскидайловская;Розкидайлівська;69/71
45810;Раскидайловская;Розкидайлівська;69/71 к1
45811;Рассвета;Світанку;1
45812;Рассвета;Світанку;2
45813;Рассвета;Світанку;2а
45814;Рассвета;Світанку;2/1
45815;Рассвета;Світанку;3
45816;Рассвета;Світанку;3а
45817;Рассвета;Світанку;4
45818;Рассвета;Світанку;5
45819;Рассвета;Світанку;6
45820;Рассвета;Світанку;6а
45821;Рассвета;Світанку;7
45822;Рассвета;Світанку;7а
45823;Рассвета;Світанку;8
45824;Рассвета;Світанку;9
45825;Рассвета;Світанку;10
45826;Рассвета;Світанку;10а
45827;Рассвета;Світанку;10Б
45828;Рассвета;Світанку;11
45829;Рассвета;Світанку;12
45830;Рассвета;Світанку;13
45831;Рассвета;Світанку;13а
45832;Рассвета;Світанку;14
45833;Рассвета;Світанку;15
45834;Рассвета;Світанку;15Б
45835;Рассвета;Світанку;16
45836;Рассвета;Світанку;17
45837;Рассвета;Світанку;17а
45838;Рассвета;Світанку;18
45839;Рассвета;Світанку;19
45840;Рассвета;Світанку;20
45841;Рассвета;Світанку;21
45842;Рассвета;Світанку;22
45843;Рассвета;Світанку;22а
45844;Рассвета;Світанку;23
45845;Рассвета;Світанку;23а
45846;Рассвета;Світанку;24
45847;Рассвета;Світанку;25
45848;Рассвета;Світанку;26
45849;Рассвета;Світанку;26а
45850;Рассвета;Світанку;26Б
45851;Рассвета;Світанку;27
45852;Рассвета;Світанку;28
45853;Рассвета;Світанку;29
45854;Рассвета;Світанку;30
45855;Рассвета;Світанку;31
45856;Рассвета;Світанку;32
45857;Рассвета;Світанку;32а
45858;Рассвета;Світанку;32/1
45859;Рассвета;Світанку;33
45860;Рассвета;Світанку;34
45861;Рассвета;Світанку;35
45862;Рассвета;Світанку;36
45863;Рассвета;Світанку;37
45864;Рассвета;Світанку;38
45865;Рассвета;Світанку;38а
45866;Рассвета;Світанку;38Б
45867;Рассвета;Світанку;39
45868;Рассвета;Світанку;40
45869;Рассвета;Світанку;40а
45870;Рассвета;Світанку;41
45871;Рассвета;Світанку;41а
45872;Рассвета;Світанку;42
45873;Рассвета;Світанку;43
45874;Рассвета;Світанку;44
45875;Рассвета;Світанку;44а
45876;Рассвета;Світанку;45
45877;Рассвета;Світанку;45а
45878;Рассвета;Світанку;46
45879;Рассвета;Світанку;47
45880;Рассвета;Світанку;47а
45881;Рассвета;Світанку;48
45882;Рассвета;Світанку;49
45883;Рассвета;Світанку;50
45884;Рассвета;Світанку;51
45885;Рассвета;Світанку;52
45886;Рассвета;Світанку;52а
45887;Рассвета;Світанку;52в
45888;Рассвета;Світанку;53
45889;Рассвета;Світанку;54
45890;Рассвета;Світанку;54/1
45891;Рассвета;Світанку;54/2
45892;Рассвета;Світанку;55
45893;Рассвета;Світанку;56
45894;Рассвета;Світанку;57
45895;Рассвета;Світанку;59
45896;Рассвета;Світанку;61
45897;Рассвета;Світанку;63
45898;Рассвета;Світанку;65
45899;Рассвета;Світанку;67
45900;Рассвета;Світанку;69
45901;Рассвета;Світанку;71
45902;Рассвета;Світанку;73
45903;Рассвета;Світанку;73а
45904;Рассвета;Світанку;75
45905;Рассвета;Світанку;77
45906;Рассвета;Світанку;79
45938;Рачкова;Рачкова;1
45939;Рачкова;Рачкова;2
45940;Рачкова;Рачкова;3
45941;Рачкова;Рачкова;4
45942;Рачкова;Рачкова;5
45943;Рачкова;Рачкова;6
45944;Рачкова;Рачкова;7
45945;Рачкова;Рачкова;8
45946;Рачкова;Рачкова;9
45947;Рачкова;Рачкова;9а
45948;Рачкова;Рачкова;10
45949;Рачкова;Рачкова;11
45950;Рачкова;Рачкова;12
45951;Рачкова;Рачкова;12/1
45952;Рачкова;Рачкова;14
45953;Рачкова;Рачкова;14а
45973;Рекордный переулок;Рекордний провулок;1
45974;Рекордный переулок;Рекордний провулок;2
45975;Рекордный переулок;Рекордний провулок;3
45976;Рекордный переулок;Рекордний провулок;5
45977;Рекордный переулок;Рекордний провулок;7
45978;Рельефная;Рельєфна;14
45979;Рельефная;Рельєфна;19
45980;Рельефная;Рельєфна;20
45981;Рельефная;Рельєфна;22
45982;Репина;Рєпіна;1
45983;Репина;Рєпіна;1а
45984;Репина;Рєпіна;1/1
45985;Репина;Рєпіна;1/2
45986;Репина;Рєпіна;1/3
45987;Репина;Рєпіна;1/4
45988;Репина;Рєпіна;1/5
45989;Репина;Рєпіна;1/6
45990;Репина;Рєпіна;1/7
45991;Репина;Рєпіна;1/8
45992;Репина;Рєпіна;1/9
45993;Репина;Рєпіна;1/10
45994;Репина;Рєпіна;1/11
45995;Репина;Рєпіна;1/12
45996;Репина;Рєпіна;1/13
45997;Репина;Рєпіна;1/14
45998;Репина;Рєпіна;1/15
45999;Репина;Рєпіна;1/16
46000;Репина;Рєпіна;1/17
46001;Репина;Рєпіна;3
46002;Репина;Рєпіна;5
46003;Репина;Рєпіна;5а
46004;Репина;Рєпіна;6/1
46005;Репина;Рєпіна;6/2
46006;Репина;Рєпіна;7
46007;Республиканская (Суворовский);Республіканська (Суворовський);2
46008;Республиканская (Суворовский);Республіканська (Суворовський);2а
46009;Республиканская (Суворовский);Республіканська (Суворовський);2г
46010;Республиканская (Суворовский);Республіканська (Суворовський);15
46011;Республиканская (Суворовский);Республіканська (Суворовський);15а
46012;Республиканская (Суворовский);Республіканська (Суворовський);24
46013;Республиканская (Суворовский);Республіканська (Суворовський);35
46014;Республиканская (Суворовский);Республіканська (Суворовський);53
46015;Республиканская (Суворовский);Республіканська (Суворовський);71
46016;Республиканская (Суворовский);Республіканська (Суворовський);87
46017;Республиканская (Суворовский);Республіканська (Суворовський);148
46018;Республиканская (Суворовский);Республіканська (Суворовський);150
46019;Республиканская (Суворовский);Республіканська (Суворовський);156
46020;Республиканская (Суворовский);Республіканська (Суворовський);160
46021;Республиканская (Суворовский);Республіканська (Суворовський);164
46022;Республиканская (Суворовский);Республіканська (Суворовський);170
46023;Республиканская (Суворовский);Республіканська (Суворовський);172
46024;Республиканская (Суворовский);Республіканська (Суворовський);194а
46025;Республиканская (Суворовский);Республіканська (Суворовський);206
46026;Республиканская (Суворовский);Республіканська (Суворовський);235
46027;Республиканская (Суворовский);Республіканська (Суворовський);237
46028;Республиканская (Суворовский);Республіканська (Суворовський);239
46029;Республиканская (Суворовский);Республіканська (Суворовський);247
46030;Республиканская (Суворовский);Республіканська (Суворовський);253
46031;Республиканская (Суворовский);Республіканська (Суворовський);257
46032;Рижская;Ризька;1
46033;Рижская;Ризька;1а
46034;Рижская;Ризька;1Б
46035;Рижская;Ризька;2
46036;Рижская;Ризька;3
46037;Рижская;Ризька;4
46038;Рижская;Ризька;5
46039;Рижская;Ризька;6
46040;Рижская;Ризька;7
46041;Рижская;Ризька;8
46042;Рижская;Ризька;12
46043;Рижская;Ризька;13
46044;Рижская;Ризька;14
46045;Рижская;Ризька;15
46046;Рижская;Ризька;15а
46047;Рижская;Ризька;16
46048;Рижская;Ризька;17
46049;Рижская;Ризька;18
46050;Рижская;Ризька;19
46051;Рижская;Ризька;20
46052;Рижская;Ризька;21
46053;Рижская;Ризька;22
46054;Рижская;Ризька;23
46055;Рижская;Ризька;24
46056;Рижская;Ризька;25
46057;Рижская;Ризька;26
46058;Рижская;Ризька;27
46059;Рижская;Ризька;28
46060;Рижская;Ризька;29
46061;Рижская;Ризька;30
46062;Рижская;Ризька;31
46063;Рижская;Ризька;32
46064;Рижская;Ризька;33
46065;Рижская;Ризька;34
46076;Ризовская;Ризовська;1
46077;Ризовская;Ризовська;2
46078;Ризовская;Ризовська;4
46079;Ризовская;Ризовська;5
46080;Ризовская;Ризовська;6
46081;Ризовская;Ризовська;7
46082;Ризовская;Ризовська;8
46083;Ризовская;Ризовська;11
46084;Ризовская;Ризовська;14
46085;Ризовская;Ризовська;16
46086;Ризовская;Ризовська;17
46087;Ризовская;Ризовська;18
46088;Ризовская;Ризовська;19
46089;Ризовская;Ризовська;20
46090;Ризовская;Ризовська;21
46091;Ризовская;Ризовська;22
46092;Ризовская;Ризовська;23
46093;Ризовская;Ризовська;24
46094;Ризовская;Ризовська;25
46095;Ризовская;Ризовська;26
46096;Ризовская;Ризовська;27
46097;Ризовская;Ризовська;28
46098;Ризовская;Ризовська;29
46099;Ризовская;Ризовська;31
46100;Ризовская;Ризовська;32
46101;Ризовская;Ризовська;33
46102;Ризовская;Ризовська;34
46103;Ризовская;Ризовська;36
46104;Ризовская;Ризовська;38
46105;Ризовская;Ризовська;40
46106;Ришельевская;Рішельєвська;3
46107;Ришельевская;Рішельєвська;4
46108;Ришельевская;Рішельєвська;5
46109;Ришельевская;Рішельєвська;6
46110;Ришельевская;Рішельєвська;7
46111;Ришельевская;Рішельєвська;8
46112;Ришельевская;Рішельєвська;9
46113;Ришельевская;Рішельєвська;9а
46114;Ришельевская;Рішельєвська;10
46115;Ришельевская;Рішельєвська;10 киоск
46116;Ришельевская;Рішельєвська;11
46117;Ришельевская;Рішельєвська;11а
46118;Ришельевская;Рішельєвська;12
46119;Ришельевская;Рішельєвська;13
46120;Ришельевская;Рішельєвська;14
46121;Ришельевская;Рішельєвська;15
46122;Ришельевская;Рішельєвська;16
46123;Ришельевская;Рішельєвська;17
46124;Ришельевская;Рішельєвська;18
46125;Ришельевская;Рішельєвська;18/1 киоск
46126;Ришельевская;Рішельєвська;18/3 киоск
46127;Ришельевская;Рішельєвська;19
46128;Ришельевская;Рішельєвська;19 киоск
46129;Ришельевская;Рішельєвська;21
46130;Ришельевская;Рішельєвська;22
46131;Ришельевская;Рішельєвська;23
46132;Ришельевская;Рішельєвська;23а
46133;Ришельевская;Рішельєвська;24
46134;Ришельевская;Рішельєвська;25
46135;Ришельевская;Рішельєвська;25 киоск
46136;Ришельевская;Рішельєвська;26
46137;Ришельевская;Рішельєвська;26/1 киоск
46138;Ришельевская;Рішельєвська;26/2 киоск
46139;Ришельевская;Рішельєвська;27
46140;Ришельевская;Рішельєвська;28
46141;Ришельевская;Рішельєвська;29
46142;Ришельевская;Рішельєвська;30
46143;Ришельевская;Рішельєвська;31
46144;Ришельевская;Рішельєвська;32
46145;Ришельевская;Рішельєвська;33
46146;Ришельевская;Рішельєвська;34
46147;Ришельевская;Рішельєвська;35/37
46148;Ришельевская;Рішельєвська;36
46149;Ришельевская;Рішельєвська;38
46150;Ришельевская;Рішельєвська;39
46151;Ришельевская;Рішельєвська;40
46152;Ришельевская;Рішельєвська;41
46153;Ришельевская;Рішельєвська;42
46154;Ришельевская;Рішельєвська;43
46155;Ришельевская;Рішельєвська;44/46
46156;Ришельевская;Рішельєвська;45
46157;Ришельевская;Рішельєвська;47
46158;Ришельевская;Рішельєвська;48
46159;Ришельевская;Рішельєвська;48 киоск
46160;Ришельевская;Рішельєвська;49
46161;Ришельевская;Рішельєвська;50
46162;Ришельевская;Рішельєвська;52
46163;Ришельевская;Рішельєвська;53
46164;Ришельевская;Рішельєвська;54
46165;Ришельевская;Рішельєвська;55
46166;Ришельевская;Рішельєвська;56
46167;Ришельевская;Рішельєвська;57
46168;Ришельевская;Рішельєвська;58
46169;Ришельевская;Рішельєвська;59
46170;Ришельевская;Рішельєвська;59/1
46171;Ришельевская;Рішельєвська;60
46172;Ришельевская;Рішельєвська;61
46173;Ришельевская;Рішельєвська;62
46174;Ришельевская;Рішельєвська;63
46175;Ришельевская;Рішельєвська;64
46176;Ришельевская;Рішельєвська;65
46177;Ришельевская;Рішельєвська;66
46178;Ришельевская;Рішельєвська;67
46179;Ришельевская;Рішельєвська;68
46180;Ришельевская;Рішельєвська;68г
46181;Ришельевская;Рішельєвська;69
46182;Ришельевская;Рішельєвська;71
46183;Ришельевская;Рішельєвська;72
46184;Ришельевская;Рішельєвська;73
46185;Ришельевская;Рішельєвська;74
46186;Ришельевская;Рішельєвська;76
46187;Ришельевская;Рішельєвська;78
46188;Ровный переулок;Рівний провулок;2
46189;Ровный переулок;Рівний провулок;3
46190;Ровный переулок;Рівний провулок;4
46191;Ровный переулок;Рівний провулок;5
46192;Ровный переулок;Рівний провулок;6
46193;Ровный переулок;Рівний провулок;7
46194;Ровный переулок;Рівний провулок;9
46196;Рождественская;Різдвяна;1
46197;Рождественская;Різдвяна;2
46198;Рождественская;Різдвяна;3
46199;Рождественская;Різдвяна;4
46200;Рождественская;Різдвяна;5
46201;Рождественская;Різдвяна;6
46202;Рождественская;Різдвяна;7
46203;Рождественская;Різдвяна;8
46204;Рождественская;Різдвяна;9
46205;Рождественская;Різдвяна;10
46206;Рождественская;Різдвяна;11
46207;Рождественская;Різдвяна;12
46208;Рождественская;Різдвяна;13
46209;Рождественская;Різдвяна;14
46210;Рождественская;Різдвяна;15
46211;Розовая;Рожева;1
46212;Розовая;Рожева;2
46213;Розовая;Рожева;3
46214;Розовая;Рожева;4
46215;Розовая;Рожева;5
46216;Розовая;Рожева;6
46217;Розовая;Рожева;7
46218;Розовая;Рожева;8
46219;Розовая;Рожева;8а
46220;Розовая;Рожева;8Б
46221;Розовая;Рожева;9
46222;Розовая;Рожева;10
46223;Розовая;Рожева;11
46224;Розовая;Рожева;12
46225;Розовая;Рожева;12/1
46226;Розовая;Рожева;13
46227;Розовая;Рожева;14
46228;Розовая;Рожева;15
46229;Розовая;Рожева;16
46230;Розовая;Рожева;17
46231;Розовая;Рожева;18
46232;Розовая;Рожева;19
46233;Розовая;Рожева;20
46234;Розовая;Рожева;21
46235;Розовая;Рожева;22
46236;Розовая;Рожева;22а
46237;Розовая;Рожева;23
46238;Розовая;Рожева;24
46239;Розовая;Рожева;25
46240;Розовая;Рожева;26
46241;Розовая;Рожева;27
46242;Розовая;Рожева;28
46243;Розовая;Рожева;29
46244;Розовая;Рожева;29а
46245;Розовая;Рожева;30
46246;Розовая;Рожева;31
46247;Розовая;Рожева;32
46248;Розовая;Рожева;33
46249;Розовая;Рожева;34
46250;Розовая;Рожева;34а
46251;Розовая;Рожева;35
46252;Розовая;Рожева;36
46253;Розовая;Рожева;38
46254;Розовая;Рожева;38а
46255;Розовая;Рожева;40
46272;Розовая (7-й км);Рожева (7-й км);1
46273;Розовая (7-й км);Рожева (7-й км);2
46274;Розовая (7-й км);Рожева (7-й км);3
46275;Розовая (7-й км);Рожева (7-й км);4
46276;Розовая (7-й км);Рожева (7-й км);5
46277;Розовая (7-й км);Рожева (7-й км);6
46278;Розовая (7-й км);Рожева (7-й км);7
46279;Розовая (7-й км);Рожева (7-й км);8
46280;Розовая (7-й км);Рожева (7-й км);9
46281;Розовая (7-й км);Рожева (7-й км);10
46282;Розовая (7-й км);Рожева (7-й км);11
46283;Розовая (7-й км);Рожева (7-й км);12
46284;Романа Кармена;Романа Кармена;7
46285;Романа Кармена;Романа Кармена;8
46286;Романа Кармена;Романа Кармена;9
46287;Романа Кармена;Романа Кармена;9а
46288;Романа Кармена;Романа Кармена;9Б
46289;Романа Кармена;Романа Кармена;10
46290;Романа Кармена;Романа Кармена;11
46291;Романа Кармена;Романа Кармена;11а
46292;Романа Кармена;Романа Кармена;13
46293;Романа Кармена;Романа Кармена;15
46294;Романа Кармена;Романа Кармена;21
46295;Романа Кармена;Романа Кармена;23а
46296;Романтиков;Романтиків;1
46297;Романтиков;Романтиків;2
46298;Романтиков;Романтиків;2а
46299;Романтиков;Романтиків;3
